asset_id,asset_name,assets_status_id,model,organization_id,construstion_level,value_original,start_date_used,warranty_month,working_status,is_software,employee_id,employee_id_manager,assets_type_id,assets_group_id,assets_class_id,assets_brand_id,production_year,production_country_id
208,Jacky Francklyn,inactive,Mr,208,low,38948.34,9/17/2009,34,true,true,208,208,type3,group1,class3,brand1,2010,Niger
209,Kassie Ornelas,under maintenance,Mr,209,high,985975.83,9/8/2022,17,true,false,209,209,type3,group1,class3,brand2,2015,United States
210,Clerc Malan,inactive,Rev,210,medium,662104.05,11/4/2020,34,false,false,210,210,type1,group1,class1,brand2,2011,Greece
211,Davin Latta,active,Honorable,211,high,324733.88,10/29/2013,17,false,true,211,211,type1,group2,class3,brand1,2001,Iran
212,Dode Lamprey,under maintenance,Honorable,212,low,186897.07,11/8/2007,9,false,false,212,212,type3,group1,class1,brand1,2017,Poland
213,Miner Trunkfield,inactive,Honorable,213,medium,796951.89,1/5/2017,30,true,true,213,213,type2,group2,class3,brand3,2016,China
214,Clark Maryet,active,Rev,214,low,771324.69,4/23/2006,26,true,true,214,214,type2,group1,class2,brand2,2022,Indonesia
215,Lindy Lackmann,active,Honorable,215,low,567444.31,10/22/2014,16,true,true,215,215,type3,group2,class3,brand2,2015,China
216,Guilbert World,under maintenance,Ms,216,low,199220.61,2/24/2010,30,false,false,216,216,type2,group1,class2,brand3,2017,North Korea
217,Dina Leverich,under maintenance,Mrs,217,high,569137.59,4/2/2008,14,false,false,217,217,type3,group1,class2,brand1,2003,China
218,Dee Brooksby,active,Honorable,218,high,597531.67,3/3/2010,11,false,true,218,218,type1,group2,class2,brand1,2018,Indonesia
219,Valentine Iaduccelli,under maintenance,Honorable,219,low,787854.64,1/30/2018,18,true,true,219,219,type2,group3,class1,brand1,2016,Colombia
220,Elfreda Bowser,inactive,Mrs,220,low,412856.21,8/27/2004,7,false,false,220,220,type2,group2,class2,brand2,2012,Papua New Guinea
221,Starla Eldin,inactive,Mr,221,high,378779.11,8/21/2008,27,false,true,221,221,type3,group1,class3,brand2,2022,Tanzania
222,Farrand Gigg,active,Honorable,222,medium,895839.85,7/31/2007,26,true,false,222,222,type2,group3,class2,brand3,2010,China
223,Thomasine Pearsey,active,Mrs,223,low,238645.26,5/29/2002,23,false,false,223,223,type3,group3,class1,brand2,2014,Uruguay
224,Cherilyn Hurford,under maintenance,Mrs,224,high,130607.44,10/6/2006,20,true,false,224,224,type3,group3,class1,brand2,2004,Sudan
225,Nolly Beamond,under maintenance,Dr,225,medium,646479.51,5/27/2011,3,false,false,225,225,type3,group1,class1,brand2,2022,China
226,Kahlil Exelby,inactive,Honorable,226,high,744569.51,9/1/2002,17,false,true,226,226,type2,group1,class2,brand2,2017,China
227,Jandy Ciccottini,inactive,Mr,227,low,895377.85,12/14/2015,32,false,false,227,227,type2,group1,class3,brand2,2003,China
228,Ana Lodder,inactive,Dr,228,high,538389.92,4/16/2002,11,true,true,228,228,type1,group1,class3,brand2,2018,Kazakhstan
229,Jerrie Seres,active,Ms,229,high,596252.75,4/21/2015,34,true,true,229,229,type3,group2,class2,brand3,2016,Indonesia
230,Tonya Oxburgh,inactive,Honorable,230,medium,331128.38,2/8/2006,18,true,true,230,230,type3,group1,class2,brand3,2011,Indonesia
231,Aymer Sharplin,under maintenance,Rev,231,high,511135.76,11/28/2010,21,false,false,231,231,type2,group3,class1,brand2,2022,Venezuela
232,Raymond Langeren,inactive,Rev,232,low,878274.99,4/7/2000,14,true,true,232,232,type1,group3,class1,brand2,2006,Pakistan
233,Sunny Tortoise,under maintenance,Honorable,233,medium,246399.18,9/18/2014,10,true,false,233,233,type2,group2,class2,brand3,2013,Russia
234,Euell Rappport,under maintenance,Ms,234,high,277481.26,6/9/2013,27,true,false,234,234,type2,group3,class1,brand1,2018,Philippines
235,Shaylynn Swalteridge,active,Mrs,235,high,352970.2,10/8/2004,18,true,true,235,235,type2,group1,class3,brand2,2005,Armenia
236,Zebedee Sauvain,inactive,Mr,236,low,124257.7,5/2/2001,11,true,true,236,236,type3,group3,class1,brand3,2015,Indonesia
237,Brandon Lamps,active,Honorable,237,medium,273027.87,10/21/2004,3,true,false,237,237,type1,group1,class2,brand1,2013,Brazil
238,Audi Sprull,inactive,Mrs,238,medium,18696.09,8/23/2014,12,false,false,238,238,type2,group1,class1,brand3,2017,China
239,Cordula Moors,active,Honorable,239,low,486325.1,12/1/2004,35,false,true,239,239,type2,group2,class1,brand2,2007,Brazil
240,Therese Dot,under maintenance,Dr,240,low,869335.55,10/28/2018,31,true,false,240,240,type2,group3,class2,brand1,2021,Indonesia
241,Gilemette Grimsditch,inactive,Rev,241,medium,389418.79,1/20/2010,24,false,false,241,241,type2,group1,class1,brand3,2006,South Africa
242,Jodi Twiddy,under maintenance,Mr,242,medium,211745.41,8/16/2021,11,false,true,242,242,type1,group1,class1,brand2,2003,Indonesia
243,Amberly Attlee,under maintenance,Rev,243,high,627844.47,3/26/2001,0,true,true,243,243,type3,group3,class2,brand3,2006,China
244,Viv Pilgrim,under maintenance,Rev,244,low,806794.7,11/23/2009,28,true,false,244,244,type2,group2,class3,brand1,2000,Thailand
245,Dwight While,active,Honorable,245,medium,475070.95,8/15/2010,30,false,false,245,245,type1,group1,class3,brand3,2020,France
246,Felipe Swatton,active,Rev,246,high,364240.06,8/16/2015,20,true,true,246,246,type2,group1,class3,brand1,2002,France
247,Aggie Maysor,inactive,Dr,247,high,512256.1,8/29/2016,34,true,false,247,247,type2,group3,class1,brand3,2001,Indonesia
248,Lenci Edis,inactive,Ms,248,medium,747416.33,9/5/2006,24,true,false,248,248,type2,group1,class3,brand3,2011,Philippines
249,Margalit Goater,active,Rev,249,high,464423.64,8/31/2005,1,true,false,249,249,type3,group1,class2,brand2,2013,China
250,Lorain Drewell,under maintenance,Mrs,250,medium,488048.0,10/27/2019,2,false,false,250,250,type3,group1,class2,brand2,2009,Indonesia
251,Leif Nial,active,Honorable,251,medium,643297.56,9/20/2015,15,true,false,251,251,type3,group2,class3,brand1,2011,Jamaica
252,Bobette Haskey,inactive,Honorable,252,low,15244.62,9/5/2008,7,false,true,252,252,type1,group3,class1,brand3,2021,China
253,Leopold Menel,active,Rev,253,low,314540.96,9/22/2010,29,true,true,253,253,type3,group3,class1,brand2,2017,Sweden
254,Chrisse Sybbe,active,Mrs,254,low,966649.81,11/29/2015,31,true,true,254,254,type1,group2,class1,brand3,2021,Mexico
255,Norby Terbeek,inactive,Mrs,255,high,639134.18,8/5/2011,25,true,false,255,255,type1,group1,class1,brand1,2002,Poland
256,Vanessa Peron,under maintenance,Honorable,256,low,652881.92,9/1/2018,17,true,true,256,256,type3,group1,class2,brand1,2000,Moldova
257,Allissa Faltin,active,Rev,257,medium,94150.0,4/18/2006,1,true,false,257,257,type1,group1,class2,brand3,2014,Sri Lanka
258,Jillian Sterland,inactive,Dr,258,low,971422.89,9/9/2001,18,false,false,258,258,type1,group1,class1,brand3,2009,China
259,Kristopher Reeves,under maintenance,Rev,259,medium,633442.58,4/5/2019,3,true,false,259,259,type3,group1,class1,brand2,2020,Philippines
260,Dannie Marcroft,under maintenance,Mr,260,high,814139.45,1/5/2017,32,true,false,260,260,type3,group1,class3,brand2,2014,Armenia
261,Alana Hambidge,inactive,Honorable,261,low,100521.65,9/21/2007,11,false,true,261,261,type3,group1,class3,brand3,2022,China
262,Alvinia Vokins,under maintenance,Mrs,262,medium,600712.56,10/2/2002,26,false,true,262,262,type1,group1,class1,brand1,2003,Indonesia
263,Thurstan Rivelin,inactive,Mr,263,low,438146.13,3/6/2001,26,true,false,263,263,type2,group2,class3,brand1,2007,Philippines
264,Janette Gierth,inactive,Dr,264,high,89934.06,11/17/2008,8,true,false,264,264,type2,group1,class2,brand1,2001,China
265,Tish Vanyashin,inactive,Honorable,265,medium,593943.98,3/27/2019,33,true,true,265,265,type1,group2,class3,brand3,2020,Philippines
266,Candi Larraway,active,Rev,266,high,408415.58,10/8/2014,30,true,false,266,266,type3,group2,class3,brand2,2020,Ukraine
267,Nerissa Sabberton,under maintenance,Mr,267,medium,367561.09,12/28/2003,27,false,false,267,267,type1,group1,class1,brand2,2017,Indonesia
268,Laina Lerer,inactive,Ms,268,low,997130.18,7/2/2001,19,true,false,268,268,type1,group2,class3,brand2,2002,China
269,Scott Cavell,inactive,Rev,269,high,218659.55,5/8/2015,12,false,false,269,269,type2,group3,class1,brand1,2015,Afghanistan
270,Dallas Gricks,inactive,Rev,270,medium,754027.99,11/28/2012,13,false,false,270,270,type3,group3,class3,brand2,2003,China
271,Dwight Corck,active,Rev,271,medium,708335.19,8/6/2019,16,false,true,271,271,type1,group1,class2,brand1,2021,Philippines
272,Lorianna Haycraft,active,Mrs,272,medium,103462.47,8/5/2019,19,false,true,272,272,type1,group2,class1,brand2,2001,Brazil
273,Alene Arnholz,inactive,Dr,273,high,964857.93,2/26/2005,22,true,true,273,273,type1,group3,class2,brand1,2012,China
274,Bernita Ingham,inactive,Mr,274,low,296915.4,12/9/2022,26,true,false,274,274,type3,group1,class1,brand2,2019,Czech Republic
275,Dalia Woolrich,under maintenance,Ms,275,medium,336493.96,10/14/2005,20,true,true,275,275,type1,group1,class3,brand2,2004,Iran
276,Isidora Yurkiewicz,under maintenance,Honorable,276,low,402207.05,2/19/2011,30,true,true,276,276,type3,group1,class2,brand3,2003,Japan
277,Jennette Mudle,under maintenance,Mr,277,medium,848644.34,4/16/2017,17,false,false,277,277,type3,group1,class2,brand2,2015,China
278,Angelita Smithend,inactive,Rev,278,medium,308055.11,9/20/2007,18,false,true,278,278,type1,group1,class1,brand1,2011,Nicaragua
279,Angel Shepcutt,active,Ms,279,high,85980.41,12/3/2014,8,true,false,279,279,type3,group3,class1,brand2,2008,China
280,Yorgo Cutmore,under maintenance,Ms,280,high,856190.8,2/12/2014,5,false,true,280,280,type2,group1,class3,brand3,2019,Philippines
281,Carilyn Gofford,under maintenance,Honorable,281,high,390892.47,7/11/2001,23,true,true,281,281,type1,group3,class1,brand2,2014,Comoros
282,Hendrika Pirdue,inactive,Mr,282,medium,544108.59,1/7/2012,0,false,true,282,282,type1,group3,class2,brand3,2007,Ukraine
283,Marve Pellett,active,Dr,283,medium,831677.2,8/28/2011,19,false,false,283,283,type1,group2,class1,brand3,2018,Spain
284,Jayson Pett,under maintenance,Honorable,284,medium,870460.43,12/11/2011,16,false,false,284,284,type1,group2,class2,brand3,2019,Guadeloupe
285,Max Wooffinden,active,Dr,285,medium,159650.72,5/23/2010,11,false,false,285,285,type3,group2,class3,brand3,2005,Malaysia
286,Lonnie MacTurlough,under maintenance,Mrs,286,low,36088.65,6/20/2004,21,false,true,286,286,type2,group1,class1,brand3,2012,Philippines
287,Teodor Hawke,under maintenance,Ms,287,low,976749.38,11/2/2009,3,false,true,287,287,type3,group1,class1,brand3,2022,Czech Republic
288,Tiena Craigmyle,active,Ms,288,high,948262.0,12/30/2020,8,false,true,288,288,type1,group2,class3,brand3,2020,China
289,Dasi Strathearn,under maintenance,Dr,289,high,737232.17,3/22/2002,12,false,false,289,289,type1,group1,class3,brand1,2007,Russia
290,Corabel Taffs,inactive,Mr,290,medium,600103.6,12/26/2016,14,false,false,290,290,type3,group3,class1,brand1,2011,Syria
291,Adelheid Scimonelli,inactive,Ms,291,high,890273.99,6/9/2006,16,true,false,291,291,type1,group3,class1,brand2,2017,South Africa
292,Pate Punchard,under maintenance,Dr,292,high,922299.89,5/19/2017,7,false,true,292,292,type3,group1,class1,brand3,2004,China
293,Milicent Spearman,active,Dr,293,medium,695848.24,8/29/2018,13,false,false,293,293,type1,group3,class1,brand2,2000,Bolivia
294,Leonerd Drury,active,Mr,294,medium,825165.11,9/27/2012,20,false,true,294,294,type3,group1,class2,brand1,2019,Argentina
295,Gaile Dickins,inactive,Dr,295,medium,143463.59,10/28/2019,3,true,false,295,295,type1,group2,class2,brand2,2003,Mongolia
296,Marcille Januszewski,under maintenance,Dr,296,low,973259.75,1/2/2001,3,false,true,296,296,type2,group1,class2,brand2,2002,China
297,Adrian Kill,active,Ms,297,medium,153424.61,11/26/2016,24,false,false,297,297,type2,group1,class2,brand3,2019,China
298,Calley Couves,inactive,Honorable,298,medium,678211.81,1/4/2011,34,false,true,298,298,type1,group3,class1,brand3,2022,Peru
299,Valentine Duignan,inactive,Dr,299,medium,444801.34,6/29/2009,35,true,false,299,299,type1,group3,class1,brand1,2006,France
300,Kirby Gopsell,under maintenance,Rev,300,high,342171.75,12/6/2022,4,false,true,300,300,type3,group2,class2,brand2,2004,Bosnia and Herzegovina
301,Evey Syers,inactive,Honorable,301,medium,312022.27,11/23/2018,4,true,true,301,301,type1,group3,class2,brand1,2008,China
302,Salaidh Rhymes,active,Honorable,302,high,636513.19,7/13/2018,7,false,false,302,302,type3,group3,class3,brand1,2018,China
303,Channa Vinnicombe,active,Rev,303,medium,826713.67,3/15/2007,4,true,false,303,303,type2,group3,class3,brand1,2005,Poland
304,Twyla Jouhandeau,inactive,Ms,304,high,470797.5,11/21/2000,0,true,false,304,304,type1,group1,class1,brand2,2009,Netherlands
305,Jerad Robey,active,Ms,305,high,646012.96,3/8/2011,15,false,false,305,305,type1,group2,class3,brand2,2013,Poland
306,Seana Woolvin,active,Honorable,306,low,176067.85,7/28/2007,7,true,false,306,306,type3,group2,class1,brand1,2018,Philippines
307,Web Evesque,under maintenance,Honorable,307,medium,870231.69,2/1/2010,10,false,false,307,307,type2,group3,class3,brand2,2006,Bangladesh
308,Adora Shepherdson,under maintenance,Dr,308,medium,865470.21,12/22/2016,22,false,false,308,308,type1,group1,class1,brand1,2011,Brazil
309,Vickie Joslow,active,Ms,309,high,749618.33,2/4/2022,26,true,true,309,309,type1,group1,class1,brand3,2005,Japan
310,Raddie Akers,under maintenance,Dr,310,high,947180.58,5/11/2011,23,true,false,310,310,type3,group3,class2,brand1,2000,Russia
311,Sharlene Starr,inactive,Dr,311,high,364133.85,1/21/2013,23,true,false,311,311,type2,group3,class2,brand2,2022,Poland
312,Agathe Plewman,inactive,Honorable,312,medium,725943.14,9/22/2006,26,false,false,312,312,type3,group1,class3,brand2,2011,Canada
313,Tarah Fitzgerald,under maintenance,Honorable,313,low,691723.07,8/11/2004,3,true,false,313,313,type2,group1,class2,brand3,2007,China
314,Arlene Colliss,under maintenance,Honorable,314,medium,167071.6,6/1/2013,19,true,false,314,314,type1,group1,class2,brand2,2014,Ghana
315,Isadore Leel,active,Ms,315,low,78925.64,7/20/2020,8,true,false,315,315,type1,group3,class3,brand3,2003,Vietnam
316,Rollin Lomen,inactive,Dr,316,high,287692.2,9/2/2015,20,false,false,316,316,type1,group2,class1,brand3,2003,Philippines
317,Glynda Gooding,under maintenance,Mr,317,low,505797.08,1/6/2016,23,true,false,317,317,type1,group2,class3,brand2,2011,Russia
318,Mariya Dunkersley,active,Honorable,318,low,315493.91,2/23/2014,26,false,true,318,318,type1,group1,class1,brand2,2014,Brazil
319,Amii Walkowski,under maintenance,Mr,319,low,428924.98,7/5/2014,34,false,false,319,319,type2,group3,class2,brand3,2002,China
320,Darn Maypother,under maintenance,Mr,320,low,100513.46,1/19/2008,21,true,true,320,320,type3,group2,class1,brand3,2021,Brazil
321,Benedicto Tanswell,under maintenance,Mr,321,medium,228589.22,4/12/2002,13,true,true,321,321,type1,group2,class1,brand1,2006,Japan
322,Myrah Walduck,active,Mrs,322,medium,282635.54,6/1/2005,25,false,true,322,322,type3,group3,class3,brand2,2011,China
323,Waylin Nolte,inactive,Ms,323,low,917916.17,10/9/2008,23,false,false,323,323,type1,group1,class3,brand1,2017,Portugal
324,Cassi Sollett,active,Ms,324,low,68139.28,4/10/2015,35,false,true,324,324,type2,group2,class2,brand2,2018,Russia
325,Millisent Fenty,inactive,Honorable,325,low,968425.05,11/28/2005,18,true,false,325,325,type1,group2,class2,brand1,2014,France
326,Moe Rousby,active,Mr,326,high,832596.09,6/4/2016,6,true,false,326,326,type3,group1,class1,brand3,2016,China
327,Elbert Mallam,inactive,Mr,327,low,462700.79,10/21/2013,15,true,false,327,327,type3,group1,class3,brand3,2006,Philippines
328,Merline Shyres,under maintenance,Dr,328,low,948615.43,10/21/2021,27,false,true,328,328,type1,group3,class2,brand1,2012,Poland
329,Blake Gwatkin,active,Mrs,329,low,894520.15,4/12/2007,9,false,false,329,329,type1,group3,class3,brand3,2020,China
330,Jack Winney,active,Dr,330,medium,429855.33,8/5/2005,36,true,true,330,330,type1,group3,class2,brand2,2015,Rwanda
331,Erl Itzkovici,under maintenance,Mrs,331,low,842617.59,10/17/2006,17,false,false,331,331,type1,group3,class1,brand2,2012,Bolivia
332,Edwin Caruth,inactive,Dr,332,low,627981.81,6/30/2004,16,false,false,332,332,type2,group2,class3,brand1,2000,China
333,Timoteo Alibone,active,Dr,333,low,359952.76,1/27/2000,25,false,false,333,333,type1,group3,class3,brand1,2021,Nigeria
334,Mona Loy,inactive,Honorable,334,low,824523.56,8/24/2021,11,true,false,334,334,type1,group2,class1,brand1,2005,Vietnam
335,Haywood Bulfield,under maintenance,Dr,335,high,274224.91,6/3/2006,31,false,true,335,335,type1,group1,class1,brand2,2021,Ukraine
336,Danny O'Fairy,inactive,Ms,336,medium,806872.57,11/9/2006,7,false,true,336,336,type2,group2,class2,brand3,2021,Russia
337,Darcey Panting,under maintenance,Mrs,337,high,624814.0,12/21/2012,13,false,true,337,337,type2,group3,class1,brand3,2013,Greece
338,Alane Galiford,under maintenance,Rev,338,high,635908.62,3/18/2005,18,true,true,338,338,type3,group2,class2,brand2,2002,Japan
339,Renaud Fenkel,inactive,Dr,339,high,917147.39,8/1/2018,36,true,false,339,339,type1,group3,class3,brand1,2019,Philippines
340,Guenna Arkil,under maintenance,Mr,340,low,671012.97,11/13/2011,5,true,true,340,340,type3,group1,class2,brand2,2018,Indonesia
341,Kissiah Ren,under maintenance,Mrs,341,high,466029.07,1/29/2019,36,false,true,341,341,type2,group2,class1,brand2,2003,China
342,Sela Marzella,active,Honorable,342,medium,597944.5,1/26/2003,12,false,false,342,342,type1,group2,class2,brand2,2017,Czech Republic
343,Basil Restieaux,under maintenance,Dr,343,low,611569.4,10/1/2006,7,false,true,343,343,type2,group2,class2,brand2,2018,United States
344,Ulberto Francie,inactive,Dr,344,high,426657.57,1/5/2005,15,false,false,344,344,type3,group2,class2,brand3,2012,Poland
345,George Gathwaite,active,Mr,345,high,626199.28,3/26/2011,20,false,true,345,345,type1,group3,class3,brand1,2006,Slovenia
346,Ethelred Pydcock,inactive,Mr,346,low,890842.66,7/14/2007,7,false,false,346,346,type2,group1,class3,brand1,2019,Brazil
347,Gibby Melhuish,under maintenance,Mrs,347,high,935727.43,1/28/2021,2,true,false,347,347,type3,group3,class1,brand3,2018,Nigeria
348,Valerye Melan,active,Honorable,348,high,686889.44,11/17/2005,33,true,true,348,348,type1,group1,class3,brand3,2009,China
349,Suzanna Scotchmor,inactive,Ms,349,medium,157278.46,6/24/2020,34,true,true,349,349,type3,group1,class1,brand3,2000,Russia
350,Nedda Turone,active,Honorable,350,low,93198.78,8/3/2020,16,false,false,350,350,type1,group2,class3,brand1,2007,China
351,Janna Marfield,active,Rev,351,high,379821.96,4/5/2000,12,false,false,351,351,type1,group2,class2,brand2,2017,China
352,Stillman Tofano,inactive,Mr,352,medium,978236.34,10/15/2012,11,false,false,352,352,type3,group1,class2,brand1,2014,Azerbaijan
353,Fallon Carnihan,under maintenance,Ms,353,medium,720166.87,7/19/2008,36,false,true,353,353,type1,group2,class3,brand3,2001,Brazil
354,Mathilda Camelli,under maintenance,Mrs,354,medium,345140.89,8/27/2010,9,false,true,354,354,type3,group3,class3,brand1,2008,Poland
355,Donn Lett,under maintenance,Mrs,355,low,547809.43,1/31/2014,31,true,true,355,355,type3,group1,class2,brand2,2018,China
356,Aura Durnford,inactive,Mrs,356,medium,795024.55,12/11/2020,19,false,true,356,356,type3,group1,class3,brand3,2007,Indonesia
357,Eric Scramage,active,Rev,357,medium,817419.8,3/25/2011,32,true,true,357,357,type2,group1,class2,brand1,2006,France
358,Alica Dymond,inactive,Mr,358,high,3396.29,12/8/2006,0,true,true,358,358,type3,group2,class2,brand2,2008,Albania
359,Cchaddie Grogona,under maintenance,Rev,359,high,949760.57,11/25/2008,28,false,true,359,359,type1,group2,class3,brand2,2007,France
360,Renelle Breede,inactive,Mrs,360,high,372497.64,8/2/2005,33,false,true,360,360,type3,group3,class3,brand2,2010,China
361,Freeland Vaughn,under maintenance,Honorable,361,high,229933.87,11/21/2018,3,false,true,361,361,type3,group1,class1,brand3,2000,Canada
362,Sheba Albany,active,Honorable,362,medium,963159.62,8/21/2019,22,true,true,362,362,type3,group2,class2,brand3,2010,Indonesia
363,Karlen Mollen,active,Honorable,363,medium,537841.71,4/23/2010,22,true,true,363,363,type2,group1,class2,brand1,2017,United States
364,Shaina Butchard,under maintenance,Dr,364,medium,434102.48,8/30/2008,36,true,false,364,364,type2,group2,class2,brand1,2008,China
365,Tripp Marshall,under maintenance,Dr,365,low,102111.8,5/10/2006,18,true,true,365,365,type2,group1,class2,brand2,2009,Sweden
366,Joelynn Tuck,under maintenance,Mrs,366,low,664600.9,5/15/2003,20,true,true,366,366,type2,group2,class1,brand3,2002,Albania
367,Giorgio Kempster,active,Ms,367,medium,615358.52,8/4/2018,4,true,false,367,367,type3,group3,class1,brand2,2001,China
368,Carroll Lockart,inactive,Rev,368,medium,785538.72,1/18/2012,17,false,true,368,368,type1,group3,class2,brand1,2002,Uruguay
369,Guillermo Tiller,inactive,Honorable,369,high,737617.71,10/19/2006,34,true,false,369,369,type3,group2,class2,brand2,2020,Argentina
370,Hertha Bonder,inactive,Ms,370,high,512115.35,12/15/2002,23,true,true,370,370,type2,group2,class2,brand2,2009,Colombia
371,Ardisj Droghan,inactive,Mrs,371,low,206584.9,11/27/2011,30,false,true,371,371,type3,group2,class1,brand3,2006,China
372,Hermione Le Huquet,under maintenance,Dr,372,high,200205.09,2/26/2002,14,false,false,372,372,type3,group1,class1,brand3,2006,Morocco
373,Nickolai Tingley,active,Mr,373,medium,462052.55,10/6/2012,12,true,true,373,373,type3,group2,class2,brand3,2019,Russia
374,Ree Feaks,active,Rev,374,high,939232.47,6/17/2002,28,false,true,374,374,type3,group2,class2,brand3,2022,Nepal
375,Shepard Jendrich,active,Ms,375,high,133032.56,6/9/2016,1,false,false,375,375,type1,group1,class2,brand1,2013,Czech Republic
376,Hale McCuish,under maintenance,Mr,376,high,744240.05,4/21/2005,20,true,false,376,376,type2,group2,class1,brand2,2001,United States
377,Alyce Glashby,inactive,Honorable,377,high,484138.29,6/24/2021,32,true,false,377,377,type3,group3,class1,brand2,2014,Russia
378,Eamon Ferdinand,under maintenance,Mr,378,high,589237.08,11/12/2010,13,false,true,378,378,type2,group2,class2,brand3,2001,Sweden
379,Kerianne Radley,active,Mr,379,high,382501.35,10/4/2019,2,false,false,379,379,type2,group3,class1,brand1,2009,China
380,Felita Turfin,inactive,Dr,380,low,822433.39,3/7/2012,8,false,false,380,380,type1,group1,class3,brand1,2014,Greece
381,Katha Dolligon,inactive,Mr,381,high,598059.23,12/9/2015,14,false,true,381,381,type1,group3,class2,brand3,2021,Moldova
382,Wolfie Tesche,inactive,Mrs,382,medium,554102.89,6/12/2005,0,false,true,382,382,type1,group2,class1,brand3,2008,China
383,Enrique Furney,inactive,Mrs,383,low,612655.13,12/22/2006,21,false,true,383,383,type3,group3,class3,brand3,2014,Albania
384,Marlin Scoyne,inactive,Ms,384,medium,34123.92,3/22/2020,13,true,false,384,384,type2,group3,class2,brand2,2021,Malaysia
385,Crissie Kinnock,under maintenance,Rev,385,high,763595.05,4/22/2009,15,true,true,385,385,type2,group2,class2,brand2,2017,Spain
386,Stanleigh Curnock,inactive,Rev,386,medium,986194.26,2/8/2019,33,true,true,386,386,type3,group2,class3,brand3,2014,France
387,Chester Worling,active,Mr,387,high,64243.32,6/29/2016,35,true,false,387,387,type1,group2,class2,brand3,2022,Syria
388,Petronella Dartan,under maintenance,Rev,388,medium,162621.12,5/10/2000,21,true,true,388,388,type3,group2,class3,brand1,2010,Finland
389,Marianne Castelijn,active,Mrs,389,medium,159712.93,2/4/2004,2,false,false,389,389,type3,group3,class2,brand3,2000,Poland
390,Quintin Sille,under maintenance,Rev,390,high,821623.56,11/21/2016,14,false,true,390,390,type3,group3,class1,brand3,2022,Brazil
391,Berri Pickrell,active,Ms,391,high,43919.97,5/5/2015,16,false,false,391,391,type1,group1,class3,brand1,2013,Colombia
392,Sandor Creber,active,Mr,392,high,977135.75,5/6/2002,26,false,false,392,392,type2,group2,class3,brand3,2011,Yemen
393,Lorelle Harcarse,active,Mr,393,low,203142.83,4/13/2005,17,false,false,393,393,type1,group3,class3,brand3,2000,Canada
394,Iain Lambot,active,Honorable,394,low,243525.24,8/23/2017,33,true,false,394,394,type2,group1,class2,brand1,2011,Philippines
395,Cyndy Ordidge,inactive,Rev,395,low,186003.54,2/1/2021,26,true,true,395,395,type2,group3,class3,brand2,2022,Japan
396,Shani Brugsma,under maintenance,Mr,396,medium,872865.67,10/4/2001,9,false,false,396,396,type1,group2,class3,brand2,2004,Japan
397,Haleigh Sandeford,under maintenance,Mr,397,medium,300499.86,6/17/2008,32,false,false,397,397,type1,group1,class3,brand1,2020,Serbia
398,Jess Daice,inactive,Dr,398,medium,454215.5,5/8/2019,31,false,false,398,398,type2,group3,class2,brand3,2010,China
399,Joella Tiddeman,active,Mrs,399,medium,603312.95,7/19/2015,29,false,true,399,399,type2,group2,class3,brand3,2006,Malawi
400,Kenny Nangle,inactive,Mrs,400,medium,661979.94,12/10/2010,22,false,false,400,400,type2,group3,class3,brand2,2001,France
401,Bat Parkes,inactive,Mr,401,high,274249.02,7/11/2009,23,true,false,401,401,type3,group1,class2,brand2,2020,Honduras
402,Myrtie Feron,under maintenance,Rev,402,low,811728.48,7/9/2016,10,false,false,402,402,type2,group1,class1,brand2,2012,Nigeria
403,Cortie Giovanizio,active,Dr,403,low,295602.31,11/6/2004,4,false,false,403,403,type2,group3,class2,brand2,2007,Russia
404,Carola Nardi,inactive,Dr,404,low,20658.64,11/9/2001,13,true,true,404,404,type3,group3,class3,brand1,2017,China
405,Beret Couroy,inactive,Honorable,405,high,427325.11,5/17/2019,23,false,false,405,405,type3,group3,class3,brand1,2003,China
406,Robbin Treace,under maintenance,Rev,406,high,816039.93,11/20/2008,13,true,true,406,406,type1,group3,class3,brand1,2010,Ecuador
407,Lanie Mongenot,under maintenance,Mrs,407,medium,954787.32,8/16/2002,14,true,true,407,407,type1,group3,class2,brand1,2007,France
408,Nev Gamell,inactive,Honorable,408,medium,73336.58,5/23/2018,18,false,false,408,408,type2,group1,class3,brand1,2007,Greece
409,Kippar Blindermann,active,Dr,409,low,747646.29,7/4/2009,35,false,false,409,409,type1,group3,class1,brand3,2021,Comoros
410,Eadith Gadaud,inactive,Rev,410,low,498933.68,8/7/2008,16,true,false,410,410,type1,group1,class2,brand2,2012,Philippines
411,Tiff Towers,inactive,Mrs,411,high,155483.19,1/5/2000,15,false,true,411,411,type3,group2,class1,brand3,2002,Philippines
412,Granville Zottoli,under maintenance,Mr,412,low,76370.59,1/28/2012,35,false,false,412,412,type3,group1,class2,brand1,2002,El Salvador
413,Gregg Innett,active,Honorable,413,high,143013.58,7/5/2013,35,false,true,413,413,type2,group3,class3,brand1,2012,China
414,Abrahan Bentick,inactive,Dr,414,medium,402771.34,4/4/2009,34,false,false,414,414,type2,group1,class2,brand1,2020,Peru
415,Ros Kelleway,inactive,Rev,415,medium,472533.19,11/8/2000,32,true,false,415,415,type3,group3,class2,brand2,2020,China
416,Leia Grishankov,inactive,Honorable,416,medium,8659.5,11/24/2015,29,true,false,416,416,type2,group1,class2,brand1,2014,Philippines
